OrderNumber,CustomerKey,Region,IncomeGroup
SO68469,11364,Pacific,Low
SO68470,11365,Pacific,Low
SO68471,28609,North America,Low
SO68472,13614,Pacific,Moderate
SO68473,20240,Pacific,Moderate
SO68474,18728,Pacific,High
SO68475,11098,Pacific,Moderate
SO68476,24603,Pacific,High
SO68477,14684,Pacific,Moderate
SO68478,11116,Pacific,High
SO68479,20170,Europe,Low
SO68480,14789,Europe,Low
SO68481,14146,Europe,Low
SO68482,16407,Europe,Low
SO68483,14779,Europe,Low
SO68484,11501,North America,Moderate
SO68485,25438,North America,Moderate
SO68486,24508,North America,Moderate
SO68487,12074,North America,High
SO68488,22738,North America,High
SO68489,19750,North America,Moderate
SO68490,23738,North America,High
SO68491,20397,North America,Moderate
SO68492,11253,North America,Moderate
SO68493,19741,North America,High
SO68494,17466,North America,Moderate
SO68495,16809,North America,High
SO68496,12074,North America,High
SO68497,17760,Europe,Low
SO68498,18184,Europe,High
SO68499,13356,North America,Moderate
SO68500,20174,Europe,Low
SO68501,20972,Europe,Low
SO68502,26879,Europe,Low
SO68503,24021,Europe,Low
SO68504,24874,Europe,High
SO68505,11256,North America,High
SO68506,14641,North America,Moderate
SO68507,16855,North America,High
SO68508,20642,North America,High
SO68509,16868,North America,High
SO68510,16872,North America,High
SO68511,16756,North America,High
SO68512,12859,Europe,Low
SO68513,11604,Europe,Low
SO68514,16828,Europe,High
SO68515,26134,Pacific,High
SO68516,23665,Pacific,High
SO68517,15439,Pacific,Low
SO68518,24304,Pacific,High
SO68519,25566,Pacific,Low
SO68520,26020,Pacific,High
SO68521,25568,Pacific,Low
SO68522,15591,Pacific,High
SO68523,15601,Pacific,High
SO68524,18201,Pacific,High
SO68525,27446,North America,High
SO68526,14606,North America,High
SO68527,27281,North America,High
SO68528,20074,North America,Low
SO68529,23813,North America,Moderate
SO68530,21483,North America,Moderate
SO68531,21504,North America,Moderate
SO68532,21583,North America,Moderate
SO68533,21275,North America,Moderate
SO68534,16448,Europe,Moderate
SO68535,26362,Europe,Low
SO68536,15677,Europe,Moderate
SO68537,22467,Europe,Low
SO68538,11147,Pacific,Moderate
SO68539,13076,Pacific,High
SO68540,12047,North America,Moderate
SO68541,11139,Pacific,Low
SO68542,12411,North America,Moderate
SO68543,23085,Pacific,Low
SO68544,26590,Pacific,High
SO68545,16680,Pacific,High
SO68546,13841,Europe,Low
SO68547,14771,Europe,Low
SO68548,19046,Europe,High
SO68549,17833,Europe,Moderate
SO68550,17114,Europe,Moderate
SO68551,22691,Europe,Moderate
SO68552,25776,Europe,High
SO68553,21681,Europe,Moderate
SO68554,18000,Europe,Low
SO68555,15462,Europe,Low
SO68556,22456,Europe,Low
SO68557,11736,North America,Moderate
SO68558,11524,North America,Moderate
SO68559,11203,North America,Moderate
SO68560,27203,North America,Low
SO68561,27600,North America,Moderate
SO68562,26065,North America,High
SO68563,11019,North America,Moderate
SO68564,23825,North America,Moderate
SO68565,22183,North America,Moderate
SO68566,15488,North America,Moderate
SO68567,14341,North America,Low
SO68568,20786,North America,Moderate
SO68569,28602,North America,Low
SO68570,20008,North America,Moderate
SO68571,18587,North America,Moderate
SO68572,11640,North America,Moderate
SO68573,18690,North America,Moderate
SO68574,16769,North America,Moderate
SO68575,17349,North America,Moderate
SO68576,28074,North America,High
SO68577,14395,North America,High
SO68578,16050,Europe,Low
SO68579,12743,Europe,Moderate
SO68580,15628,Europe,Moderate
SO68581,19379,Europe,Low
SO68582,23625,Europe,High
SO68583,19488,Europe,Low
SO68584,19464,Europe,Low
SO68585,24142,Europe,Low
SO68586,17838,Europe,Low
SO68587,11221,North America,High
SO68588,11318,North America,Moderate
SO68589,11199,North America,High
SO68590,11721,North America,Moderate
SO68591,13184,North America,High
SO68592,11375,Europe,Low
SO68593,13332,North America,High
SO68594,13722,North America,Low
SO68595,16893,North America,High
SO68596,13019,North America,Moderate
SO68597,16859,North America,High
SO68598,16114,North America,High
SO68599,16146,North America,High
SO68600,28706,Europe,Low
SO68601,27166,Europe,Low
SO68602,27768,Europe,Low
SO68603,12873,Europe,Low
SO68604,25639,Europe,Low
SO68605,15226,Pacific,High
SO68606,21976,Pacific,Moderate
SO68607,12581,Pacific,Low
SO68608,16345,Pacific,Moderate
SO68609,11042,North America,High
SO68610,24794,North America,Moderate
SO68611,24795,North America,Moderate
SO68612,21642,North America,Moderate
SO68613,23721,North America,Moderate
SO68614,21330,North America,Moderate
SO68615,21426,North America,Moderate
SO68616,21271,North America,High
SO68617,18558,North America,Moderate
SO68618,13822,Europe,Moderate
SO68619,16831,Europe,High
SO68620,12132,Europe,High
SO68621,12300,Europe,High
SO68622,25479,Europe,Moderate
SO68623,18011,Europe,Low
SO68624,11253,North America,Moderate
SO68625,15583,Pacific,High
SO68626,18264,Pacific,Moderate
SO68627,25139,Pacific,Moderate
SO68628,17985,Europe,Moderate
SO68629,14555,Europe,Low
SO68630,15463,Europe,Low
SO68631,15659,Europe,Low
SO68632,22434,Europe,Low
SO68633,25321,Europe,Moderate
SO68634,17980,Europe,Low
SO68635,11186,North America,High
SO68636,11207,North America,Moderate
SO68637,11223,North America,High
SO68638,11651,North America,Moderate
SO68639,26376,North America,High
SO68640,27579,North America,High
SO68641,26523,North America,Moderate
SO68642,25170,North America,High
SO68643,22750,North America,High
SO68644,12147,North America,High
SO68645,21778,North America,High
SO68646,11131,North America,Low
SO68647,18938,North America,High
SO68648,24975,North America,Moderate
SO68649,13451,North America,High
SO68650,13788,Europe,Low
SO68651,21137,Europe,Low
SO68652,27168,Europe,Low
SO68653,27310,Europe,High
SO68654,12880,North America,Moderate
SO68655,12909,North America,Moderate
SO68656,12554,Europe,Low
SO68657,14896,North America,Moderate
SO68658,14913,North America,Moderate
SO68659,18236,North America,High
SO68660,11251,North America,Low
SO68661,13038,Pacific,Moderate
SO68662,15183,Pacific,High
SO68663,26140,Pacific,High
SO68664,17924,Pacific,Low
SO68665,24283,Pacific,High
SO68666,25560,Pacific,Low
SO68667,21891,Pacific,High
SO68668,25344,North America,Low
SO68669,15363,North America,High
SO68670,23462,North America,High
SO68671,23471,North America,High
SO68672,23718,North America,Moderate
SO68673,24705,Europe,Low
SO68674,27894,Europe,Low
SO68675,23443,Europe,Low
SO68676,16203,Europe,Moderate
SO68677,14325,Pacific,High
SO68678,13108,Pacific,Moderate
SO68679,12705,Pacific,High
SO68680,12706,Pacific,High
SO68681,13012,Pacific,High
SO68682,13075,Pacific,High
SO68683,17259,Pacific,High
SO68684,14209,Pacific,Moderate
SO68685,24453,Pacific,Moderate
SO68686,13158,Pacific,Moderate
SO68687,13794,Europe,Low
SO68688,18625,Europe,Low
SO68689,11638,North America,High
SO68690,29257,North America,High
SO68691,14077,North America,Low
SO68692,27988,North America,Moderate
SO68693,28252,North America,High
SO68694,27922,North America,High
SO68695,11784,North America,Moderate
SO68696,14363,North America,Moderate
SO68697,23335,North America,Moderate
SO68698,23741,North America,High
SO68699,21687,North America,Moderate
SO68700,12936,North America,Moderate
SO68701,22350,North America,Low
SO68702,20098,North America,Low
SO68703,18119,North America,Moderate
SO68704,17679,North America,Moderate
SO68705,14504,North America,High
SO68706,17382,North America,Moderate
SO68707,15401,North America,Moderate
SO68708,16719,North America,Moderate
SO68709,25664,Europe,Low
SO68710,24125,Europe,Low
SO68711,11566,Europe,Moderate
SO68712,11638,North America,High
SO68713,13535,Europe,Low
SO68714,12517,Europe,Low
SO68715,16108,North America,Moderate
SO68716,18392,North America,High
SO68717,14911,North America,Moderate
SO68718,16753,North America,High
SO68719,16755,North America,High
SO68720,15587,Pacific,High
SO68721,26661,Pacific,Moderate
SO68722,15438,Pacific,Low
SO68723,25010,Pacific,Low
SO68724,21945,Pacific,High
SO68725,29278,North America,High
SO68726,27459,North America,High
SO68727,27407,North America,High
SO68728,27427,North America,High
SO68729,15304,North America,High
SO68730,23407,North America,High
SO68731,23214,North America,High
SO68732,18344,North America,Moderate
SO68733,20878,Europe,Low
SO68734,29461,Pacific,Low
SO68735,14667,Pacific,High
SO68736,12684,Pacific,High
SO68737,12687,Pacific,High
SO68738,12999,Pacific,High
SO68739,14517,Pacific,Low
SO68740,15237,Pacific,High
SO68741,11921,Pacific,Moderate
SO68742,22956,Pacific,High
SO68743,11467,Pacific,High
SO68744,15206,Pacific,High
SO68745,18262,Pacific,Moderate
SO68746,17500,Pacific,Low
SO68747,17960,Europe,Moderate
SO68748,14158,Europe,Moderate
SO68749,19253,Europe,Low
SO68750,15655,Europe,Low
SO68751,26267,North America,Low
SO68752,26612,North America,Moderate
SO68753,12936,North America,Moderate
SO68754,18884,North America,Moderate
SO68755,23517,North America,Low
SO68756,20535,North America,High
SO68757,20536,North America,High
SO68758,13201,North America,High
SO68759,20112,North America,High
SO68760,18872,North America,Moderate
SO68761,13936,North America,High
SO68762,11619,North America,Moderate
SO68763,26686,North America,High
SO68764,16152,North America,High
SO68765,14513,North America,High
SO68766,15741,North America,High
SO68767,21856,Europe,High
SO68768,20898,Europe,Low
SO68769,23946,Europe,Low
SO68770,26847,Europe,Low
SO68771,28544,Europe,Low
SO68772,20897,Europe,Low
SO68773,26908,Europe,Low
SO68774,24719,Europe,Moderate
SO68775,26840,Europe,Low
SO68776,18172,Europe,High
SO68777,13824,Europe,Low
SO68778,12916,North America,Moderate
SO68779,13236,North America,Moderate
SO68780,12887,North America,Moderate
SO68781,12921,North America,Moderate
SO68782,17780,Europe,Moderate
SO68783,12615,Europe,Low
SO68784,16566,Europe,Moderate
SO68785,27154,Europe,Low
SO68786,13007,Pacific,Moderate
SO68787,26563,Pacific,Moderate
SO68788,26133,Pacific,High
SO68789,21231,Pacific,Moderate
SO68790,26021,Pacific,High
SO68791,15179,Pacific,High
SO68792,21877,Pacific,High
SO68793,12580,Pacific,Low
SO68794,25362,North America,Low
SO68795,27527,North America,High
SO68796,27273,North America,High
SO68797,21629,North America,Moderate
SO68798,21485,North America,Moderate
SO68799,18559,North America,Moderate
SO68800,18350,North America,Moderate
SO68801,18431,North America,Moderate
SO68802,18226,North America,Moderate
SO68803,22712,Europe,Low
SO68804,24121,Europe,Low
SO68805,11423,Europe,High
SO68806,11427,Europe,High
SO68807,11439,Europe,High
SO68808,29465,Pacific,Low
SO68809,14238,Pacific,High
SO68810,12699,Pacific,High
SO68811,11151,Pacific,Moderate
SO68812,13956,Pacific,High
SO68813,12249,Pacific,Low
SO68814,17072,Pacific,Moderate
SO68815,14073,Pacific,Low
SO68816,25211,Pacific,Moderate
SO68817,28349,Pacific,Moderate
SO68818,22840,Pacific,High
SO68819,13158,Pacific,Moderate
SO68820,12614,Europe,Low
SO68821,12549,Europe,Low
SO68822,19035,Europe,High
SO68823,19051,Europe,High
SO68824,18173,Europe,High
SO68825,16310,Europe,Moderate
SO68826,25461,Europe,Moderate
SO68827,11770,North America,Moderate
SO68828,26790,North America,Low
SO68829,28192,North America,High
SO68830,11500,North America,Moderate
SO68831,27417,North America,Moderate
SO68832,25201,North America,Moderate
SO68833,11200,North America,High
SO68834,26203,North America,High
SO68835,26086,North America,High
SO68836,24426,North America,High
SO68837,21697,North America,Low
SO68838,19742,North America,Moderate
SO68839,19754,North America,Moderate
SO68840,20467,North America,Moderate
SO68841,27402,North America,Low
SO68842,20338,North America,High
SO68843,17394,North America,High
SO68844,27215,North America,Low
SO68845,17872,North America,Moderate
SO68846,22485,Europe,Low
SO68847,26378,Europe,High
SO68848,23754,Europe,Low
SO68849,16191,Europe,Low
SO68850,24150,Europe,Low
SO68851,28878,Europe,High
SO68852,15690,Europe,High
SO68853,24075,Europe,Low
SO68854,16934,Europe,Low
SO68855,13474,North America,Moderate
SO68856,14879,North America,Moderate
SO68857,13062,North America,Moderate
SO68858,16118,North America,High
SO68859,16344,North America,High
SO68860,16307,Europe,Moderate
SO68861,15576,Pacific,High
SO68862,15152,Pacific,High
SO68863,26029,Pacific,High
SO68864,21256,Pacific,Moderate
SO68865,15642,Pacific,Low
SO68866,21980,Pacific,Moderate
SO68867,25565,Pacific,Low
SO68868,24273,Pacific,Low
SO68869,21569,Pacific,High
SO68870,15597,Pacific,High
SO68871,14597,North America,High
SO68872,29276,North America,High
SO68873,27199,North America,High
SO68874,23377,North America,High
SO68875,21416,North America,Moderate
SO68876,21417,North America,Moderate
SO68877,25453,Europe,Low
SO68878,20876,Europe,Low
SO68879,12298,Europe,High
SO68880,24199,Europe,Moderate
SO68881,27906,Europe,Low
SO68882,23744,Europe,Low
SO68883,27131,Europe,Moderate
SO68884,24707,Europe,Low
SO68885,14304,Pacific,Moderate
SO68886,12988,Pacific,High
SO68887,11502,North America,Moderate
SO68888,11330,North America,High
SO68889,14086,Pacific,Low
SO68890,13998,Pacific,Low
SO68891,19672,Pacific,Low
SO68892,14685,Pacific,Moderate
SO68893,28941,Pacific,High
SO68894,28933,Pacific,High
SO68895,13042,Pacific,Low
SO68896,16634,Pacific,High
SO68897,16534,Europe,Low
SO68898,19924,Europe,High
SO68899,14793,Europe,Moderate
SO68900,12494,Europe,Low
SO68901,11506,North America,Moderate
SO68902,26733,North America,Moderate
SO68903,26347,North America,Moderate
SO68904,25264,North America,Moderate
SO68905,27444,North America,High
SO68906,26109,North America,High
SO68907,11631,North America,Moderate
SO68908,22190,North America,Moderate
SO68909,12182,North America,High
SO68910,12970,North America,Moderate
SO68911,21707,North America,Low
SO68912,18771,North America,Moderate
SO68913,14619,North America,Moderate
SO68914,14569,North America,Moderate
SO68915,16315,Europe,Low
SO68916,25537,Europe,Low
SO68917,28913,Europe,High
SO68918,14552,Europe,Low
SO68919,26413,Europe,High
SO68920,26412,Europe,High
SO68921,11195,North America,Moderate
SO68922,13409,Europe,High
SO68923,12310,Europe,High
SO68924,13087,North America,Moderate
SO68925,13142,North America,Moderate
SO68926,16844,North America,High
SO68927,16865,North America,High
SO68928,12950,North America,Moderate
SO68929,16832,North America,High
SO68930,16827,Europe,High
SO68931,15221,Pacific,High
SO68932,15151,Pacific,High
SO68933,26192,Pacific,Moderate
SO68934,26025,Pacific,High
SO68935,21259,Pacific,Moderate
SO68936,15180,Pacific,High
SO68937,11368,Pacific,Low
SO68938,17293,Pacific,High
SO68939,27107,North America,High
SO68940,23560,North America,Moderate
SO68941,23213,North America,High
SO68942,23210,North America,High
SO68943,21479,North America,Moderate
SO68944,18430,North America,Moderate
SO68945,25301,Europe,Low
SO68946,12314,Europe,High
SO68947,24689,Europe,Low
SO68948,24138,Europe,Moderate
SO68949,11428,Europe,High
SO68950,17192,Europe,High
SO68951,20917,Europe,Moderate
SO68952,12940,North America,High
SO68953,11867,North America,Moderate
SO68954,11506,North America,Moderate
SO68955,13615,Pacific,Moderate
SO68956,13002,Pacific,High
SO68957,15783,Pacific,High
SO68958,18247,Pacific,High
SO68959,20268,Pacific,High
SO68960,26421,Pacific,Moderate
SO68961,27721,Pacific,High
SO68962,14015,Pacific,Low
SO68963,16172,Pacific,High
SO68964,17054,Pacific,High
SO68965,14777,Europe,Moderate
SO68966,18177,Europe,High
SO68967,11501,North America,Moderate
SO68968,29233,North America,High
SO68969,11802,North America,Moderate
SO68970,24769,North America,Moderate
SO68971,23677,North America,Moderate
SO68972,23519,North America,Low
SO68973,23260,North America,Low
SO68974,11922,North America,High
SO68975,20329,North America,High
SO68976,29012,North America,Moderate
SO68977,16759,North America,High
SO68978,11262,North America,High
SO68979,15857,North America,Moderate
SO68980,15512,North America,High
SO68981,18146,Europe,High
SO68982,13692,Europe,Moderate
SO68983,21866,Europe,High
SO68984,17988,Europe,Low
SO68985,27317,Europe,High
SO68986,22315,Europe,Low
SO68987,23951,Europe,Low
SO68988,22833,Europe,High
SO68989,21133,Europe,Low
SO68990,16306,Europe,Low
SO68991,27923,Europe,High
SO68992,11566,Europe,Moderate
SO68993,14626,North America,Moderate
SO68994,11862,North America,Moderate
SO68995,19883,North America,High
SO68996,16851,North America,High
SO68997,27769,Europe,Low
SO68998,17925,Pacific,Low
SO68999,26028,Pacific,High
SO69000,26138,Pacific,High
SO69001,25561,Pacific,Low
